Date,RELIANCE.NS,HDFCBANK.NS,TCS.NS,INFY.NS,^NSEI
2025-05-07,2706.56,1666.67,3988.08,1235.3,20424.8
2025-05-08,2632.56,1680.86,3891.43,1208.24,20273.6
2025-05-09,2738.07,1689.82,3951.94,1209.84,20541.44
2025-05-12,2627.59,1693.66,4005.27,1212.64,20643.22
2025-05-13,2670.59,1686.94,4026.05,1208.03,20846.09
2025-05-14,2668.21,1650.88,3952.67,1179.52,20640.67
2025-05-15,2640.88,1752.41,3979.3,1176.44,20861.81
2025-05-16,2656.32,1769.52,3949.82,1173.75,21006.02
2025-05-19,2633.5,1793.07,3946.69,1165.73,20960.86
2025-05-20,2647.69,1782.08,3886.57,1175.46,20903.35
2025-05-21,2692.53,1796.86,3910.27,1180.82,21032.72
2025-05-22,2822.72,1848.05,3933.02,1180.39,21480.89
2025-05-23,2793.37,1828.84,3908.75,1176.15,21228.75
2025-05-26,2749.2,1835.96,3908.67,1168.54,21384.31
2025-05-27,2786.22,1834.16,3973.09,1168.24,21449.22
2025-05-28,2771.93,1820.33,3947.29,1162.44,21336.28
2025-05-29,2733.29,1844.07,3779.69,1157.55,20727.42
2025-05-30,2618.01,1841.94,3845.77,1152.42,20387.77
2025-06-02,2662.67,2051.94,4053.09,1201.07,21048.14
2025-06-03,2542.95,2049.17,3940.61,1152.26,20254.31
2025-06-04,2558.82,2099.42,3945.93,1150.67,20038.78
2025-06-05,2592.06,2128.82,3999.44,1154.24,19616.59
2025-06-06,2367.55,2023.92,3717.47,1074.48,18412.61
2025-06-09,2303.68,1879.44,3381.1,943.81,17657.48
2025-06-10,2234.98,1982.68,3311.71,899.78,17297.09
2025-06-11,2255.98,2080.79,3378.4,909.98,17412.99
2025-06-12,2295.36,2119.18,3383.17,896.49,17668.11
2025-06-13,2278.55,2052.6,3271.03,872.76,17345.49
2025-06-16,2231.28,2142.84,3255.59,878.34,17465.38
2025-06-17,2195.33,2086.19,3154.0,872.52,17017.8
2025-06-18,2199.87,2008.88,3065.76,848.01,16710.32
2025-06-19,2258.51,2006.76,2716.83,770.8,16430.01
2025-06-20,2438.62,1969.62,2763.27,792.14,16639.65
2025-06-23,2401.0,1902.61,2487.97,705.85,16083.55
2025-06-24,2280.29,1840.16,2383.81,687.18,15497.27
2025-06-25,2260.0,1854.91,2382.18,691.45,15298.57
2025-06-26,2269.17,1866.67,2374.69,688.22,15297.52
2025-06-27,2205.89,1836.47,2363.42,685.13,15146.8
2025-06-30,2180.82,1835.89,2388.03,685.63,15059.15
2025-07-01,2185.39,1845.04,2397.12,692.51,15018.92
2025-07-02,2177.19,1816.22,2324.52,678.64,14912.99
2025-07-03,2153.2,1839.54,2296.18,669.26,14899.32
2025-07-04,2195.92,1829.47,2329.14,683.13,15053.23
2025-07-07,2122.81,1859.56,2332.3,685.45,15059.92
2025-07-08,2063.38,1795.81,2277.85,668.85,14739.4
2025-07-09,2098.02,1851.93,2305.17,678.57,14999.85
2025-07-10,2164.04,1864.98,2299.91,678.24,15208.79
2025-07-11,2126.74,1891.55,2249.03,664.62,15180.39
2025-07-14,2086.33,1776.64,2184.14,636.15,14633.09
2025-07-15,2070.79,1692.77,2229.29,640.87,14491.36
2025-07-16,2065.65,1695.79,2245.97,637.25,14443.34
2025-07-17,2037.65,1735.2,2246.17,629.18,14543.3
2025-07-18,2043.65,1773.44,2308.55,633.27,14627.02
2025-07-21,2031.93,1728.44,2272.81,625.02,14536.7
2025-07-22,2013.46,1698.05,2230.97,612.59,14375.93
2025-07-23,2019.04,1711.06,2227.75,605.82,14423.27
2025-07-24,2005.72,1700.72,2208.31,598.94,14378.42
2025-07-25,1973.43,1690.17,2196.66,598.1,14270.35
2025-07-28,1997.07,1779.26,2251.5,599.78,14497.56
2025-07-29,1979.73,1798.45,2261.72,598.85,14477.89
2025-07-30,1949.38,1793.58,2289.72,601.84,14390.96
2025-07-31,1965.71,1790.98,2311.54,606.81,14495.35
2025-08-01,1946.54,1779.56,2349.51,613.63,14518.47
2025-08-04,1975.68,1795.41,2372.68,619.39,14626.68
2025-08-05,1960.72,1784.8,2338.5,611.15,14575.6
2025-08-06,1943.21,1730.0,2344.58,615.76,14381.74
2025-08-07,1944.5,1774.65,2388.56,615.37,14585.69
2025-08-08,1954.14,1785.84,2390.79,625.64,14753.04
2025-08-11,1968.05,1776.82,2397.3,622.2,14774.64
2025-08-12,2017.43,1768.64,2403.72,616.17,14777.76
2025-08-13,1958.93,1814.63,2463.39,627.58,14790.78
2025-08-14,1942.62,1831.34,2469.4,627.42,14745.33
2025-08-15,2023.06,1851.22,2535.4,645.05,15083.72
2025-08-18,2001.15,1825.25,2496.64,628.39,14885.67
2025-08-19,2002.89,1795.83,2450.04,616.24,14739.59
2025-08-20,2061.16,1787.26,2448.6,616.8,14865.43
2025-08-21,2042.77,1755.16,2489.9,633.65,14925.3
2025-08-22,2020.56,1672.5,2451.57,623.23,14726.75
2025-08-25,2040.52,1675.75,2469.15,620.44,14736.82
2025-08-26,2140.81,1680.49,2515.06,638.07,14966.52
2025-08-27,2142.12,1685.26,2501.84,625.02,14886.2
2025-08-28,2136.47,1679.27,2549.84,639.08,14938.72
2025-08-29,2136.61,1697.6,2557.93,639.89,14965.83
2025-09-01,2108.07,1679.21,2522.4,639.58,14852.43
2025-09-02,2096.02,1685.22,2565.47,648.6,14892.67
2025-09-03,2177.75,1700.72,2652.0,670.92,15158.62
2025-09-04,2224.1,1697.63,2639.82,661.53,15200.92
2025-09-05,2187.96,1680.93,2614.72,658.28,15117.12
2025-09-08,2176.44,1648.76,2559.62,646.51,14981.93
2025-09-09,2165.29,1652.78,2659.39,665.43,15164.05
2025-09-10,2162.6,1675.41,2630.44,656.54,15230.2
2025-09-11,2007.4,1618.73,2543.32,635.75,14651.01
2025-09-12,1996.33,1620.66,2570.77,646.95,14662.04
2025-09-15,2015.44,1641.76,2550.53,632.76,14723.02
2025-09-16,1993.74,1632.0,2536.43,622.85,14726.09
2025-09-17,2009.98,1628.53,2559.48,624.44,14565.54
2025-09-18,1993.85,1584.69,2540.62,622.61,14389.06
2025-09-19,1961.86,1567.18,2404.03,596.53,14143.85
2025-09-22,1938.64,1583.57,2316.35,580.43,13911.37
2025-09-23,1928.11,1597.23,2321.92,588.53,13893.09
2025-09-24,1928.57,1590.0,2350.18,589.05,13831.96
2025-09-25,1982.85,1636.13,2303.9,572.57,13956.15
2025-09-26,2019.47,1645.48,2334.3,585.48,14136.77
2025-09-29,1981.94,1602.86,2301.67,573.29,13911.37
2025-09-30,1866.26,1554.36,2309.16,565.11,13557.16
2025-10-01,1868.94,1569.23,2299.94,560.24,13539.47
2025-10-02,1856.97,1509.73,2274.89,563.04,13250.99
2025-10-03,1837.31,1467.38,2308.87,572.71,13241.9
2025-10-06,1836.28,1473.68,2276.03,566.04,13188.13
2025-10-07,1826.97,1482.76,2314.55,585.41,13334.91
2025-10-08,1856.62,1497.67,2326.33,585.19,13365.81
2025-10-09,1814.36,1502.07,2311.22,581.21,13341.48
2025-10-10,1820.03,1507.46,2315.61,582.42,13410.07
2025-10-13,1810.7,1530.46,2298.92,584.57,13464.23
2025-10-14,1749.58,1525.11,2323.53,595.48,13440.88
2025-10-15,1780.5,1564.87,2381.51,609.71,13711.69
2025-10-16,1785.37,1570.97,2345.5,598.37,13619.1
2025-10-17,1837.66,1666.57,2415.83,612.16,14028.41
2025-10-20,1856.91,1648.29,2408.8,604.97,13961.8
2025-10-21,1849.23,1679.05,2390.43,600.2,14011.93
2025-10-22,1827.7,1652.24,2380.73,595.07,13938.38
2025-10-23,1810.35,1636.15,2388.52,598.06,13863.78
2025-10-24,1808.5,1658.9,2381.52,604.86,13889.78
2025-10-27,1816.67,1646.86,2369.05,601.95,13901.2
2025-10-28,1832.46,1604.22,2344.13,602.9,13898.58
2025-10-29,1791.43,1542.07,2326.42,602.52,13599.13
2025-10-30,1780.67,1509.52,2318.55,604.2,13515.54
2025-10-31,1815.0,1493.28,2328.0,614.21,13640.62
2025-11-03,1838.62,1476.77,2369.75,627.85,13728.57
2025-11-04,1813.19,1432.23,2324.26,630.03,13579.19
2025-11-05,1829.73,1455.53,2329.11,634.91,13675.8
2025-11-06,1908.48,1477.38,2382.39,648.9,13845.37
2025-11-07,1953.93,1504.71,2334.53,672.94,13938.69
2025-11-10,2041.77,1523.28,2429.44,697.04,14242.9
2025-11-11,2065.19,1534.3,2392.39,693.77,14281.49
2025-11-12,2039.66,1530.61,2414.74,703.72,14363.64
2025-11-13,2015.84,1544.87,2424.06,712.87,14306.71
2025-11-14,1969.92,1544.35,2434.76,714.41,14207.72
2025-11-17,1975.75,1532.74,2385.54,701.99,14186.56
2025-11-18,2043.78,1523.82,2357.88,699.06,14394.15
2025-11-19,2073.46,1534.13,2345.59,696.07,14537.46
2025-11-20,2016.19,1528.83,2305.1,684.27,14376.24
2025-11-21,1981.88,1502.63,2265.4,674.25,14206.42
2025-11-24,1966.55,1496.44,2252.98,683.82,14253.23
2025-11-25,1970.14,1508.5,2277.74,688.36,14319.85
2025-11-26,1953.09,1546.63,2257.7,681.0,14302.04
2025-11-27,1926.59,1529.73,2234.29,666.9,14094.12
2025-11-28,1917.43,1523.3,2181.5,639.17,13978.32
2025-12-01,1956.32,1528.17,2226.96,651.12,14088.9
2025-12-02,1998.67,1559.97,2262.3,660.37,14183.81
2025-12-03,1982.5,1559.24,2244.03,656.55,14097.51
2025-12-04,1862.1,1513.78,2163.84,632.67,13752.66
2025-12-05,1911.33,1458.04,2133.47,626.18,13647.98
2025-12-08,1884.89,1464.62,2146.09,623.32,13796.89
2025-12-09,1886.92,1459.44,2140.71,625.65,13800.86
2025-12-10,1877.58,1460.56,2139.82,615.54,13759.76
2025-12-11,1889.49,1477.43,2190.37,620.35,13898.66
2025-12-12,1916.35,1494.31,2190.44,623.03,13946.14
2025-12-15,1922.06,1504.58,2147.2,616.58,13926.43
2025-12-16,1940.56,1512.64,2158.74,626.55,14038.34
2025-12-17,1914.67,1475.47,2148.41,619.52,13942.58
2025-12-18,1876.47,1446.94,2074.35,603.83,13707.02
2025-12-19,1899.56,1445.08,2067.01,608.01,13773.45
2025-12-22,1877.6,1441.0,2035.06,594.57,13716.03
2025-12-23,1849.02,1433.16,1977.37,587.88,13587.03
2025-12-24,1900.21,1422.34,2011.22,594.9,13626.48
2025-12-25,1939.78,1512.31,2049.19,610.66,13988.89
2025-12-26,1980.1,1541.39,2053.45,609.56,14092.17
2025-12-29,1966.92,1530.12,2086.24,618.44,14236.04
2025-12-30,1991.82,1536.78,2076.84,624.03,14264.36
2025-12-31,1992.97,1553.7,2120.47,633.62,14374.69
2026-01-01,1980.33,1557.37,2130.62,644.9,14350.63
2026-01-02,1989.89,1600.35,2169.42,656.56,14508.62
2026-01-05,2067.95,1618.27,2146.03,650.14,14693.2
2026-01-06,2106.92,1623.17,2153.06,652.45,14863.56
2026-01-07,2097.4,1628.52,2131.52,645.32,14804.1
2026-01-08,2057.34,1621.8,2106.55,642.11,14717.61
2026-01-09,2140.42,1615.96,2095.33,635.89,14820.57
2026-01-12,2109.03,1615.89,2079.38,638.37,14822.65
2026-01-13,2104.52,1585.3,2049.08,631.59,14597.56
2026-01-14,2111.62,1590.82,2086.46,642.16,14649.13
2026-01-15,2123.45,1613.23,2133.06,652.49,14739.28
2026-01-16,2127.87,1630.42,2148.57,646.44,14760.82
2026-01-19,2119.53,1608.98,2090.49,649.3,14801.34
2026-01-20,2114.55,1590.59,2077.45,641.2,14780.21
2026-01-21,2159.69,1596.32,2093.4,649.37,14929.83
2026-01-22,2152.79,1556.72,2082.69,648.48,14776.02
2026-01-23,2217.39,1568.45,2093.02,658.0,14922.3
2026-01-26,2152.26,1529.22,2084.51,654.17,14714.36
2026-01-27,2124.47,1504.6,2051.0,642.18,14724.91
2026-01-28,2107.98,1479.72,2031.54,631.68,14355.62
2026-01-29,2162.69,1426.56,2054.98,639.86,14500.83
2026-01-30,2102.19,1412.63,2057.18,626.09,14414.38
2026-02-02,2096.01,1410.44,2024.27,614.17,14353.11
2026-02-03,2093.67,1413.72,2012.93,617.04,14290.19
2026-02-04,2041.01,1379.02,1990.28,604.41,14087.86
2026-02-05,2031.65,1335.02,1958.89,595.81,13913.06
2026-02-06,2013.73,1312.35,1878.56,579.92,13704.63
2026-02-09,2052.67,1323.16,1884.07,573.82,13797.35
2026-02-10,2081.88,1328.44,1856.09,576.43,13801.07
2026-02-11,2082.3,1340.98,1850.52,571.38,13797.72
2026-02-12,2123.01,1359.9,1842.68,559.63,13958.62
2026-02-13,2099.59,1376.83,1854.56,555.46,13953.6
2026-02-16,2046.95,1375.67,1850.59,553.02,13851.03
2026-02-17,2016.12,1368.09,1827.21,550.95,13853.77
2026-02-18,2045.09,1389.36,1887.52,579.05,14117.46
2026-02-19,2006.03,1380.85,1867.89,573.27,13981.68
2026-02-20,1910.22,1344.21,1844.21,570.2,13677.25
2026-02-23,1922.2,1362.61,1850.54,573.41,13825.55
2026-02-24,1860.86,1349.66,1845.02,580.85,13719.05
2026-02-25,1851.98,1343.04,1836.49,583.44,13667.66
2026-02-26,1833.45,1347.69,1832.03,588.69,13840.97
2026-02-27,1808.27,1362.47,1805.85,590.56,13795.66
2026-03-02,1802.7,1360.51,1781.24,590.28,13755.88
2026-03-03,1809.55,1331.79,1812.37,596.38,13877.68
2026-03-04,1824.14,1301.02,1813.56,602.1,13824.03
2026-03-05,1873.23,1301.8,1786.17,592.13,13976.57
2026-03-06,1910.13,1288.04,1767.01,590.31,14044.49
2026-03-09,1897.14,1273.07,1734.08,580.43,13856.86
2026-03-10,1884.18,1258.52,1640.96,558.83,13563.31
2026-03-11,1874.79,1259.0,1627.73,561.54,13547.84
2026-03-12,1882.15,1308.02,1641.24,567.7,13664.47
2026-03-13,1903.77,1297.08,1661.79,568.19,13657.31
2026-03-16,1916.45,1291.77,1705.31,577.73,13709.56
2026-03-17,1905.07,1288.57,1703.63,578.27,13684.97
2026-03-18,1894.13,1297.93,1710.89,570.96,13685.97
2026-03-19,1885.13,1297.19,1709.3,575.17,13669.88
2026-03-20,1885.43,1288.99,1729.39,578.65,13562.73
2026-03-23,1868.65,1321.93,1738.57,575.94,13651.19
2026-03-24,1860.56,1334.49,1742.01,578.86,13647.96
2026-03-25,1854.34,1318.22,1748.3,578.16,13686.28
2026-03-26,1875.7,1328.37,1748.9,573.42,13717.45
2026-03-27,1866.81,1310.98,1758.59,571.36,13610.36
2026-03-30,1832.47,1298.54,1786.91,583.01,13573.79
2026-03-31,1843.77,1315.75,1814.34,589.48,13857.54
2026-04-01,1843.39,1320.53,1818.02,591.45,13798.37
2026-04-02,1809.76,1332.75,1808.9,585.04,13792.66
2026-04-03,1847.05,1346.57,1826.05,590.39,13871.26
2026-04-06,1877.14,1347.05,1858.87,608.22,14040.45
2026-04-07,1860.2,1326.01,1854.85,596.22,13892.08
2026-04-08,1845.18,1322.64,1872.12,599.97,13911.78
2026-04-09,1941.43,1355.53,1967.95,625.06,14409.8
2026-04-10,1955.33,1356.08,1960.78,617.29,14334.08
2026-04-13,1949.39,1401.15,1954.15,618.33,14290.22
2026-04-14,1975.91,1404.55,1974.83,620.32,14400.0
2026-04-15,2081.66,1430.97,2037.18,648.81,14765.51
2026-04-16,2086.88,1451.31,2035.64,645.64,14804.74
2026-04-17,2020.48,1409.3,2002.66,635.97,14526.61
2026-04-20,2048.53,1440.66,2052.37,660.4,14738.49
2026-04-21,2126.43,1461.84,2118.67,676.69,14895.15
2026-04-22,2109.55,1457.93,2114.57,674.98,14831.43
2026-04-23,2071.02,1445.81,2115.91,662.12,14657.98
2026-04-24,2086.2,1428.38,2104.48,663.38,14592.23
2026-04-27,2132.39,1422.64,2104.56,667.3,14721.38
2026-04-28,2093.43,1427.82,2096.67,676.89,14634.52
2026-04-29,2037.5,1413.03,2094.34,675.43,14483.84
2026-04-30,1934.35,1405.32,2083.04,670.21,14202.7
2026-05-01,1965.0,1378.3,2071.72,668.83,14194.49
2026-05-04,1960.64,1375.92,2108.93,684.72,14243.93
2026-05-05,1946.26,1376.73,2099.37,689.96,14285.08
2026-05-06,1887.98,1349.83,2059.5,672.01,14083.79
2026-05-07,1850.66,1317.09,2055.04,672.19,13979.51
2026-05-08,1844.91,1319.74,2026.98,669.18,13839.23
2026-05-11,1806.68,1291.6,2030.74,666.63,13667.21
2026-05-12,1802.23,1307.94,2033.87,667.08,13691.66
2026-05-13,1860.58,1321.53,2078.22,686.76,13938.28
2026-05-14,1867.79,1346.49,2097.04,693.4,14215.18
2026-05-15,1887.14,1364.48,2093.48,694.73,14408.58
2026-05-18,1994.8,1399.66,2148.48,712.2,14705.14
2026-05-19,1978.24,1406.84,2126.83,710.6,14671.24
2026-05-20,1981.59,1426.0,2181.92,732.03,14692.96
2026-05-21,2010.11,1408.27,2129.01,726.1,14723.29
2026-05-22,1935.93,1381.89,2091.35,708.86,14414.21
2026-05-25,1925.7,1394.39,2113.69,723.18,14507.61
2026-05-26,1934.22,1395.88,2131.49,727.64,14415.01
2026-05-27,1955.23,1403.68,2142.27,734.21,14508.62
2026-05-28,1926.83,1384.95,2150.69,738.82,14351.23
2026-05-29,1917.26,1371.21,2138.02,740.01,14282.28
2026-06-01,1933.34,1395.56,2166.51,761.9,14407.26
2026-06-02,1895.29,1385.81,2169.5,743.57,14303.09
2026-06-03,1912.52,1430.0,2176.99,744.67,14620.34
2026-06-04,1877.42,1458.54,2156.85,732.61,14534.74
2026-06-05,1926.17,1444.25,2164.42,734.12,14607.43
2026-06-08,1957.5,1427.04,2155.64,733.98,14667.4
2026-06-09,1948.29,1447.94,2160.94,723.74,14687.07
2026-06-10,2015.72,1448.14,2212.92,738.97,14992.74
2026-06-11,2038.02,1453.78,2200.37,715.41,14941.08
2026-06-12,2045.78,1453.57,2161.84,706.01,14819.66
2026-06-15,2017.31,1444.21,2147.84,689.06,14724.47
2026-06-16,1943.66,1440.3,2136.99,677.63,14542.3
2026-06-17,1937.08,1435.67,2158.55,678.9,14560.3
2026-06-18,1890.12,1432.45,2158.03,677.06,14600.3
2026-06-19,1859.93,1393.3,2132.16,665.59,14339.38
2026-06-22,1890.79,1383.58,2135.06,664.61,14348.74
2026-06-23,1856.26,1377.37,2121.11,660.2,14309.66
2026-06-24,1858.33,1373.99,2109.21,640.71,14211.97
2026-06-25,1905.66,1374.68,2066.24,632.82,14259.67
2026-06-26,1909.76,1358.26,2016.86,632.99,14120.87
2026-06-29,1900.51,1370.96,2018.1,624.55,14115.36
2026-06-30,1892.15,1394.77,2005.92,612.22,14069.8
2026-07-01,1890.5,1406.95,2026.14,628.39,14169.22
2026-07-02,1896.25,1409.09,2016.94,625.95,14218.61
2026-07-03,1906.1,1410.04,2067.78,646.9,14366.62
2026-07-06,1929.22,1394.92,2109.91,647.46,14377.54
2026-07-07,1913.84,1398.61,2092.29,649.66,14450.48
2026-07-08,1924.5,1382.08,2038.0,630.12,14300.67
2026-07-09,1885.03,1378.1,2047.75,621.31,14242.37
2026-07-10,1884.23,1380.58,2094.04,630.79,14214.71
2026-07-13,1862.89,1372.88,2079.45,633.13,14254.85
2026-07-14,1991.36,1404.49,2105.87,651.56,14589.2
2026-07-15,1953.26,1404.43,2119.63,662.75,14597.14
2026-07-16,1907.76,1386.24,2074.86,646.93,14303.57
2026-07-17,1866.65,1356.66,2043.6,636.63,14129.65
2026-07-20,1855.93,1362.81,2063.92,631.05,14139.14
2026-07-21,1884.44,1373.17,2069.96,634.92,14320.08
2026-07-22,1862.58,1359.1,2127.37,632.74,14316.96
2026-07-23,1862.48,1402.0,2152.79,641.62,14357.11
2026-07-24,1835.61,1424.41,2143.1,632.69,14356.49
2026-07-27,1747.26,1464.08,2116.5,623.27,14234.27
2026-07-28,1700.82,1468.43,2078.61,609.81,13996.4
2026-07-29,1682.57,1466.42,2034.79,596.04,13830.88
2026-07-30,1683.81,1541.63,2056.56,608.1,14104.69
